id;name;latitude;longitude;address;ward;district;province;primaryType;types;rating;userRatingCount;timezone;openingHours;priceLevel;priceRange
ChIJ25VPnkcvdTERSLUZtdUn4co;Rex Hotel;10,7758454;106,7012646;38 Đường số 33;;Quận 2;Hồ Chí Minh;gym;['bar', 'cafe', 'establishment', 'food', 'gym', 'health', 'lodging', 'point_of_interest', 'restaurant', 'spa', 'store'];4,4;8343;Asia/Ho_Chi_Minh;[{'days': 'Every day', 'open': 'Open 24 hours'}];1;50k-150k
ChIJc_9VekYvdTERtvfHUbJKWBA;Caravelle Hotel;10,7762617;106,7036128;19 Lam Sơn;Phường 2;Tân Bình;Hồ Chí Minh;spa;['bar', 'establishment', 'food', 'lodging', 'point_of_interest', 'restaurant', 'spa'];4,5;4255;Asia/Ho_Chi_Minh;[{'days': 'Every day', 'open': 'Open 24 hours'}];1;50k-150k
ChIJqxN4kkgvdTERZpkl-Nqzcik;Saigon Star Hotel;10,7751522;106,6905212;2 Bà Huyện Thanh Quan;Phường 6;Quận 3;Hồ Chí Minh;lodging;['establishment', 'food', 'lodging', 'point_of_interest', 'restaurant'];3,7;361;Asia/Ho_Chi_Minh;;1;50k-150k
ChIJow2MCUgvdTERLmE-ZvwKvXE;Hotel Continental Saigon;10,7768949;106,7025025;134 Đường Đồng Khởi;;Quận 1;Hồ Chí Minh;lodging;['establishment', 'food', 'lodging', 'point_of_interest', 'restaurant'];4,4;3724;Asia/Ho_Chi_Minh;[{'days': 'Every day', 'open': 'Open 24 hours'}];1;50k-150k
ChIJjTF8ikcvdTERFs5iXqfrm-I;Golden Central Hotel Saigon;10,7736721;106,6963424;138 Lý Tự Trọng;;Quận 1;Hồ Chí Minh;lodging;['establishment', 'food', 'lodging', 'point_of_interest', 'restaurant'];3,8;606;Asia/Ho_Chi_Minh;[{'days': 'Every day', 'open': 'Open 24 hours'}];1;50k-150k
ChIJRxtlp0gvdTERGg6rVLBCqXU;Silverland Jolie Hotel;10,777352;106,705919;4A Thi Sách;;Quận 1;Hồ Chí Minh;spa;['establishment', 'food', 'lodging', 'point_of_interest', 'restaurant', 'spa'];4,5;1194;Asia/Ho_Chi_Minh;[{'days': 'Every day', 'open': 'Open 24 hours'}];1;50k-150k
ChIJA0evAkgvdTERo8Q8zRgX2As;Hương Sen Hotel;10,7751494;106,7043837;66 Đường Đồng Khởi;;Quận 1;Hồ Chí Minh;market;['establishment', 'food', 'lodging', 'point_of_interest', 'restaurant'];4,2;1056;Asia/Ho_Chi_Minh;[{'days': 'Sunday', 'open': '00:00', 'close': '23:59'}];1;50k-150k
ChIJ3zvE-0gvdTERITTyMFslbwE;Silverland Sil Hotel;10,780106;106,703879;22 Đường Thái Văn Lung;;Quận 1;Hồ Chí Minh;market;['establishment', 'food', 'lodging', 'point_of_interest', 'restaurant'];4,4;924;Asia/Ho_Chi_Minh;[{'days': 'Every day', 'open': 'Open 24 hours'}];1;50k-150k
ChIJe0b_aDwvdTERtSMMwR7yDtc;Rang Dong Hotel;10,7721723;106,6916713;81 Cách Mạng Tháng Tám, Bến Thành, Quận 1, Hồ Chí Minh 700000 Cách Mạng Tháng Tám;Phường Phạm Ngũ Lão;Quận 1;Hồ Chí Minh;restaurant;['establishment', 'food', 'lodging', 'point_of_interest', 'restaurant'];4;1002;Asia/Ho_Chi_Minh;[{'days': 'Every day', 'open': 'Open 24 hours'}];1;50k-150k
ChIJfU3sCT4vdTER79_2IEdjx4A;iPeace Hotel;10,7685337;106,6941517;175 Đường Phạm Ngũ Lão;Phường Phạm Ngũ Lão;Quận 1;Hồ Chí Minh;restaurant;['establishment', 'food', 'lodging', 'point_of_interest', 'restaurant'];3,6;325;Asia/Ho_Chi_Minh;;1;50k-150k
ChIJI0NEEGgvdTERIPjke4yN2m0;Silverland Ben Thanh;10,7718018;106,697274;21 Đường Nguyễn An Ninh;;Quận 1;Hồ Chí Minh;restaurant;['establishment', 'food', 'lodging', 'point_of_interest', 'restaurant'];4,5;1548;Asia/Ho_Chi_Minh;;1;50k-150k
ChIJ__-vy0YvdTERfJrGj3Om7bs;Saigon Prince Hotel (Formerly Duxton Hotel Saigon);10,7728099;106,7040688;73 Nguyễn Huệ;;Bến Nghé;Hồ Chí Minh;restaurant;['establishment', 'food', 'lodging', 'point_of_interest', 'restaurant'];4,1;2356;Asia/Ho_Chi_Minh;;1;50k-150k
ChIJMRexM0kvdTER4_OePe74wCA;Silverland Sakyo Hotel;10,7815171;106,7054086;10A Lê Thánh Tôn;;Quận 1;Hồ Chí Minh;spa;['establishment', 'food', 'lodging', 'point_of_interest', 'restaurant', 'spa'];4,4;1033;Asia/Ho_Chi_Minh;[{'days': 'Sunday', 'open': '00:00', 'close': '23:59'}];1;50k-150k
ChIJSTqwHTcvdTERQjo-BiE7nQY;AU LAC LEGEND HOTEL;10,7808742;106,6959533;90 Đường Nguyễn Thị Minh Khai;;Quận 1;Hồ Chí Minh;restaurant;['establishment', 'food', 'lodging', 'point_of_interest', 'restaurant'];4,5;1700;Asia/Ho_Chi_Minh;[{'days': 'Every day', 'open': 'Open 24 hours'}];1;50k-150k
ChIJcZ1GPAwvdTERgzqPWOKwgBA;Phanta Stay;10,7665864;106,6912574;24 Đỗ Quang Đẩu;Phường Phạm Ngũ Lão;Quận 1;Hồ Chí Minh;restaurant;['establishment', 'food', 'lodging', 'point_of_interest', 'restaurant'];4,7;18;Asia/Ho_Chi_Minh;[{'days': 'Sunday - Saturday', 'open': '17:00', 'close': '18:00'}];1;50k-150k
ChIJDab_Nj8vdTERK9ajj6aMF-M;Sạp Nguyệt Anh;10,772419;106,69821;305-307 309-311-313;;Quận 1;Hồ Chí Minh;restaurant;['establishment', 'food', 'point_of_interest', 'restaurant'];5;1;Asia/Ho_Chi_Minh;[{'days': 'Sunday - Saturday', 'open': '08:00', 'close': '22:00'}];1;50k-150k
ChIJoz2M2EgvdTERLFRcCOtuC70;Ngon Restaurant;10,777481;106,6993877;164 Pasteur;Phường;Quận 1;Hồ Chí Minh;market;['establishment', 'food', 'point_of_interest', 'restaurant'];4;11150;Asia/Ho_Chi_Minh;[{'days': 'Sunday - Saturday', 'open': '07:00', 'close': '22:30'}];2;150k-400k
ChIJMRRuhj4vdTER1M4F3fECIGI;Chill Skybar & Dining;10,7705648;106,6943777;Số 76A Đường Lê Lai;;Quận 1;Hồ Chí Minh;night_club;['bar', 'establishment', 'food', 'night_club', 'point_of_interest', 'restaurant'];4,4;5590;Asia/Ho_Chi_Minh;[{'days': 'Sunday - Saturday', 'open': '17:30', 'close': '01:30'}];3;400k-800k
ChIJuSE33D4vdTERwRU6ZD9uW0c;Silverland May Hotel;10,7791277;106,7039928;26 Thi Sách;;Quận 1;Hồ Chí Minh;spa;['establishment', 'food', 'lodging', 'point_of_interest', 'restaurant', 'spa'];4,5;1268;Asia/Ho_Chi_Minh;;1;50k-150k
ChIJXZdimTUvdTERrs5KIpDMnf0;Hoa Viên Craft Brewery;10,7858744;106,6992178;18bis/30A Đường Mạc Đĩnh Chi;;Quận 1;Hồ Chí Minh;bar;['bar', 'establishment', 'food', 'point_of_interest', 'restaurant'];4,2;2807;Asia/Ho_Chi_Minh;[{'days': 'Sunday - Saturday', 'open': '09:00', 'close': '23:00'}];2;150k-400k
ChIJ4zj_mEYvdTERB3pS7sNEeVc;Vietnam House Restaurant;10,7748134;106,7041331;97 Đường Đồng Khởi;;Quận 1;Hồ Chí Minh;restaurant;['establishment', 'food', 'point_of_interest', 'restaurant'];4,3;1457;Asia/Ho_Chi_Minh;[{'days': 'Sunday - Saturday', 'open': '17:30', 'close': '22:00'}];1;50k-150k
ChIJgz6RckYvdTERT6izth8Wf3E;Annam Gourmet;10,7767027;106,7049912;18 Hai Bà Trưng;;Quận 1;Hồ Chí Minh;supermarket;['establishment', 'food', 'grocery_or_supermarket', 'point_of_interest', 'restaurant', 'store', 'supermarket'];4,4;2158;Asia/Ho_Chi_Minh;[{'days': 'Sunday - Saturday', 'open': '07:00', 'close': '21:00'}];1;50k-150k
ChIJ7_ogfhUvdTERcvD7Vz3LpZE;Thuan Kieu Vietnamese restaurant;10,767587;106,697385;114 Đường Yersin;Phường Nguyễn Thái Bình;Bến Thành;Hồ Chí Minh;restaurant;['establishment', 'food', 'point_of_interest', 'restaurant'];3,5;281;Asia/Ho_Chi_Minh;[{'days': 'Sunday - Saturday', 'open': '06:00', 'close': '20:30'}];2;150k-400k
ChIJN_rvZUYvdTERugc7mV5xebQ;Halal@Saigon Restaurant;10,7760108;106,7047502;29 Đông Du;;Quận 1;Hồ Chí Minh;restaurant;['establishment', 'food', 'point_of_interest', 'restaurant'];4,2;700;Asia/Ho_Chi_Minh;[{'days': 'Sunday - Saturday', 'open': '11:00', 'close': '21:30'}];2;150k-400k
ChIJz_C890kvdTERkXwgM7S0B2M;Nhà hàng Phượng Gòn;10,7840905;106,7009197;6 Đường Mạc Đĩnh Chi;;Bến Nghé;Hồ Chí Minh;restaurant;['establishment', 'food', 'point_of_interest', 'restaurant'];4;64;Asia/Ho_Chi_Minh;;1;50k-150k
ChIJC0j2-iIvdTERIbT5nAt6su8;The Sargon;10,7704263;106,685616;45D Đường Cao Thắng;;Quận 3;Hồ Chí Minh;restaurant;['establishment', 'food', 'lodging', 'point_of_interest', 'restaurant'];4;40;Asia/Ho_Chi_Minh;;1;50k-150k
ChIJvfqpjTEvdTERkVtpHvDo9SQ;Kobe Teppanyaki;10,7834086;106,689397;13 Tú Xương;Phường Võ Thị Sáu;Quận 3;Hồ Chí Minh;restaurant;['establishment', 'food', 'point_of_interest', 'restaurant'];4,5;643;Asia/Ho_Chi_Minh;[{'days': 'Sunday - Saturday', 'open': '10:00', 'close': '22:00'}];3;400k-800k
ChIJeyena0kvdTERZ40AF3Jo9fM;A La Maison;10,7823064;106,7044247;14/1 Chu Mạnh Trinh;;Quận 1;Hồ Chí Minh;restaurant;['establishment', 'food', 'point_of_interest', 'restaurant'];4;2;Asia/Ho_Chi_Minh;;1;50k-150k
ChIJb36HtEcvdTERfQuImhSlchU;Thế Giới Cà Phê Trung Nguyên Legend;10,7752962;106,704029;109 Đường Đồng Khởi;;Quận 1;Hồ Chí Minh;cafe;['cafe', 'establishment', 'food', 'point_of_interest', 'restaurant', 'store'];4,7;3606;Asia/Ho_Chi_Minh;[{'days': 'Sunday - Saturday', 'open': '06:00', 'close': '22:00'}];2;150k-400k
ChIJq2b-STYvdTERLDxeeuHo5G0;Trung Nguyen Café Legend;10,781877;106,698037;35 Đường Nguyễn Thị Minh Khai;;Quận 1;Hồ Chí Minh;cafe;['cafe', 'establishment', 'food', 'point_of_interest', 'restaurant', 'store'];4,5;4828;Asia/Ho_Chi_Minh;[{'days': 'Sunday - Saturday', 'open': '06:00', 'close': '22:00'}];2;150k-400k
ChIJ7ca7HUkvdTERNWn-I6DVcaM;Công Ty Tnhh Bến Thành - Rsc;10,7808756;106,7040785;17 Lý Tự Trọng;;Quận 1;Hồ Chí Minh;restaurant;['establishment', 'food', 'point_of_interest', 'restaurant'];2;2;Asia/Ho_Chi_Minh;[{'days': 'Sunday - Saturday', 'open': '08:00', 'close': '22:00'}];1;50k-150k
ChIJ9cpT6kgvdTERlN0gZ_nEJs4;Kasai Japanese restaurant;10,7812069;106,705335;Lê Thánh Tôn;;Bến Nghé;Hồ Chí Minh;restaurant;['establishment', 'food', 'point_of_interest', 'restaurant'];4,2;110;Asia/Ho_Chi_Minh;[{'days': 'Sunday - Saturday', 'open': '17:00', 'close': '23:00'}];1;50k-150k
ChIJ2R0AJ0cvdTERbsYOIcbye3Q;Tiệm cơm Đồng Nhân (cơm Bà Cả);10,7733931;106,7026314;19 Đường Tôn Thất Thiệp;;Quận 1;Hồ Chí Minh;restaurant;['establishment', 'food', 'point_of_interest', 'restaurant'];3,5;482;Asia/Ho_Chi_Minh;[{'days': 'Sunday - Saturday', 'open': '10:00', 'close': '14:30'}];1;50k-150k
ChIJ54j4E08vdTERgTJWCzc395I;Nhà Hàng Cố Đô;10,7794541;106,7073834;3A Đường Tôn Đức Thắng;;Quận 1;Hồ Chí Minh;restaurant;['establishment', 'food', 'point_of_interest', 'restaurant'];3,8;6;Asia/Ho_Chi_Minh;[{'days': 'Sunday - Saturday', 'open': '08:00', 'close': '22:00'}];1;50k-150k
ChIJmaUNKDYvdTER-yattLbhcr0;The Gourmet’S Delight Roast Kitchen;10,7815939;106,7002792;32 Đường Lê Duẩn;;Quận 1;Hồ Chí Minh;restaurant;['establishment', 'food', 'point_of_interest', 'restaurant'];;;Asia/Ho_Chi_Minh;[{'days': 'Sunday - Wednesday', 'open': '07:30', 'close': '21:00'}, {'days': 'Thursday', 'open': '07:30', 'close': '22:00'}, {'days': 'Friday - Saturday', 'open': '07:30', 'close': '21:00'}];1;50k-150k
ChIJabfCajkvdTERVIpkJ0lcNx8;BÚN BÒ HUẾ ĐÔNG BA - Since 1998;10,7870716;106,6964204;15 Đường Điện Biên Phủ;;Quận 1;Hồ Chí Minh;restaurant;['establishment', 'food', 'point_of_interest', 'restaurant'];3,9;1358;Asia/Ho_Chi_Minh;[{'days': 'Sunday - Saturday', 'open': '06:00', 'close': '22:00'}];2;150k-400k
ChIJ435XaEcvdTERetObhgdGvNw;Morico Lê Lợi;10,7743207;106,7006484;36/3 Đường Lê Lợi;;Quận 1;Hồ Chí Minh;cafe;['cafe', 'establishment', 'food', 'point_of_interest', 'restaurant', 'store'];4,6;2824;Asia/Ho_Chi_Minh;[{'days': 'Sunday - Saturday', 'open': '09:00', 'close': '22:00'}];2;150k-400k
ChIJnRS-yD4vdTERp_xlvl5Lkyg;Fresh one;10,7725451;106,6952345;235 Lý Tự Trọng;;Quận 1;Hồ Chí Minh;restaurant;['establishment', 'food', 'point_of_interest', 'restaurant'];;;Asia/Ho_Chi_Minh;;1;50k-150k
ChIJAYZeKz8vdTERb0dIWvOaHRg;Cao Ốc Bến Thành - Tsc;10,773005;106,6971911;188duong Lê Thánh Tôn;;Quận 1;Hồ Chí Minh;restaurant;['establishment', 'food', 'point_of_interest', 'restaurant'];4;1;Asia/Ho_Chi_Minh;;1;50k-150k
ChIJM7w7xUcvdTERGCUKstnZ0YI;Morico Vincom Center;10,7781493;106,7020475;72A Đường Đồng Khởi;Phường;Sài Gòn;Hồ Chí Minh;cafe;['cafe', 'establishment', 'food', 'point_of_interest', 'restaurant', 'store'];4,6;1056;Asia/Ho_Chi_Minh;[{'days': 'Sunday - Saturday', 'open': '10:00', 'close': '22:00'}];1;50k-150k
ChIJp2Pdd0gvdTERZC9j6-edr2E;Nhà Hàng Nhật Yosakoi;10,7780333;106,7018004;158b Đường Đồng Khởi;;Quận 1;Hồ Chí Minh;restaurant;['establishment', 'food', 'point_of_interest', 'restaurant'];4,5;2;Asia/Ho_Chi_Minh;[{'days': 'Sunday - Saturday', 'open': '10:00', 'close': '21:00'}];1;50k-150k
ChIJ3ZXGtz0vdTERrDJI7PaonYU;Quán Ăn Hùng Xíu;10,7699359;106,6922623;15 Đường Nguyễn Văn Tráng;Phường Phạm Ngũ Lão;Quận 1;Hồ Chí Minh;restaurant;['establishment', 'food', 'point_of_interest', 'restaurant'];4,1;71;Asia/Ho_Chi_Minh;[{'days': 'Sunday - Saturday', 'open': '17:00', 'close': '04:00'}];2;150k-400k
ChIJAYOknEYvdTER1vZNMdAr8o0;Saigon corner;10,7745727;106,7053248;12 Hồ Huấn Nghiệp;Phường;Quận 1;Hồ Chí Minh;cafe;['cafe', 'establishment', 'food', 'point_of_interest', 'restaurant'];4;15;Asia/Ho_Chi_Minh;[{'days': 'Sunday - Saturday', 'open': '08:00', 'close': '22:00'}];1;50k-150k
ChIJjYdIuzMvdTER4fJdIAZBRw4;Nhà Hàng Lẩu Soa Soa;10,786299;106,692195;64 Phạm Ngọc Thạch;Phường 6;Quận 3;Hồ Chí Minh;restaurant;['establishment', 'food', 'point_of_interest', 'restaurant'];3,6;224;Asia/Ho_Chi_Minh;[{'days': 'Sunday', 'open': '14:00', 'close': '22:00'}, {'days': 'Monday - Saturday', 'open': '16:00', 'close': '22:00'}];2;150k-400k
ChIJ1TdI-jUvdTERWnDo6qYSqQY;taste of viet nam;10,7843448;106,6991299;36 Đường Nguyễn Thị Minh Khai;;Quận 1;Hồ Chí Minh;restaurant;['establishment', 'food', 'point_of_interest', 'restaurant'];4;1;Asia/Ho_Chi_Minh;;1;50k-150k
ChIJQ698s0cvdTER0f-hMWDptOc;Restaurant Le Bourgeois;10,7766861;106,7025666;132 Đường Đồng Khởi;;Quận 1;Hồ Chí Minh;restaurant;['establishment', 'food', 'point_of_interest', 'restaurant'];3,8;156;Asia/Ho_Chi_Minh;[{'days': 'Sunday - Saturday', 'open': '06:30', 'close': '00:00'}];1;50k-150k
ChIJST-wUTUvdTEReyMEMfCkV2M;Viet Village Restaurant ベト ビレッジ;10,7886151;106,6991714;17 Đường Đinh Tiên Hoàng;;Quận 1;Hồ Chí Minh;restaurant;['establishment', 'food', 'point_of_interest', 'restaurant'];4;541;Asia/Ho_Chi_Minh;[{'days': 'Sunday - Saturday', 'open': '06:00', 'close': '22:00'}];2;150k-400k
ChIJ2Wd29TovdTERLkEJ3sSGM6k;Nhà Hàng Vietheritage;10,7781262;106,6907671;48A Võ Văn Tần;Phường 6;Quận 3;Hồ Chí Minh;restaurant;['establishment', 'food', 'point_of_interest', 'restaurant'];3,9;152;Asia/Ho_Chi_Minh;[{'days': 'Sunday - Saturday', 'open': '10:00', 'close': '22:00'}];1;50k-150k
ChIJK-0nejQvdTER4MqqlNWadoE;L' Etoile Restaurant;10,786391;106,694481;180bis Hai Bà Trưng;;Quận 1;Hồ Chí Minh;restaurant;['establishment', 'food', 'point_of_interest', 'restaurant'];4,4;869;Asia/Ho_Chi_Minh;[{'days': 'Sunday - Saturday', 'open': '16:00', 'close': '21:00'}];2;150k-400k
ChIJ3-_asT8vdTER0QlwvxESUvs;Quy Hung Hotel By The One Group;10,7695405;106,6973622;20 Đường Đặng Thị Nhu;Phường Nguyễn Thái Bình;Quận 1;Hồ Chí Minh;restaurant;['establishment', 'food', 'lodging', 'point_of_interest', 'restaurant', 'travel_agency'];3,8;374;Asia/Ho_Chi_Minh;[{'days': 'Every day', 'open': 'Open 24 hours'}];1;50k-150k
ChIJZbJQ9EcvdTER6AHqDV92b6Q;Poke Saigon Ly Tu Trong;10,7771626;106,7001507;42 Lý Tự Trọng;;Quận 1;Hồ Chí Minh;restaurant;['establishment', 'food', 'point_of_interest', 'restaurant'];4,8;2806;Asia/Ho_Chi_Minh;[{'days': 'Sunday - Saturday', 'open': '10:00', 'close': '21:00'}];2;150k-400k
ChIJ-yjf80cvdTERpAZ0vwc80Yk;Thai Village Restaurant;10,7774127;106,70025;Số 38 Lý Tự Trọng;;Quận 1;Hồ Chí Minh;restaurant;['establishment', 'food', 'point_of_interest', 'restaurant'];4,5;124;Asia/Ho_Chi_Minh;[{'days': 'Sunday - Saturday', 'open': '10:00', 'close': '22:00'}];1;50k-150k
ChIJ1RoHSDYvdTERHZfdDpgCtqs;PHỞ 24 - 158D PASTEUR;10,777164;106,699656;158 Pasteur;;Quận 1;Hồ Chí Minh;restaurant;['establishment', 'food', 'point_of_interest', 'restaurant'];4,1;1139;Asia/Ho_Chi_Minh;[{'days': 'Sunday - Saturday', 'open': '06:00', 'close': '22:00'}];2;150k-400k
ChIJh2T8zkcvdTERw6w1dvX-7Aw;Cơm Tấm Cali;10,7772589;106,7022916;35 bis - 45 Lê Thánh Tôn;;Quận 1;Hồ Chí Minh;restaurant;['establishment', 'food', 'point_of_interest', 'restaurant'];3,6;16;Asia/Ho_Chi_Minh;[{'days': 'Sunday - Saturday', 'open': '09:30', 'close': '22:00'}];1;50k-150k
ChIJo-jMdDgvdTEREHKety7V4Ko;Saigon Grill Pasteur;10,7769024;106,6992778;91 Pasteur;;Quận 1;Hồ Chí Minh;restaurant;['establishment', 'food', 'point_of_interest', 'restaurant'];4,3;1327;Asia/Ho_Chi_Minh;;3;400k-800k
ChIJlweTd0gvdTERocKY-BNZWNU;Cơm Thố Cháy Vincom Center B;10,7779965;106,7020668;72 Đường Đồng Khởi;;Bến Nghé;Hồ Chí Minh;restaurant;['establishment', 'food', 'point_of_interest', 'restaurant'];3;4;Asia/Ho_Chi_Minh;[{'days': 'Sunday - Saturday', 'open': '07:00', 'close': '22:00'}];1;50k-150k
ChIJlweTd0gvdTERA3qybXi1z40;Bugis Singapore Vincom;10,7779965;106,7020668;72 Đường Đồng Khởi;;Bến Nghé;Hồ Chí Minh;restaurant;['establishment', 'food', 'point_of_interest', 'restaurant'];3,1;7;Asia/Ho_Chi_Minh;[{'days': 'Sunday - Saturday', 'open': '09:00', 'close': '21:00'}];1;50k-150k
ChIJB1k0NTkvdTERVfESXaZkKg0;Chilli Thai - Vincom Center Dong Khoi - Thai restaurant;10,7780263;106,7020418;72A Đường Đồng Khởi;Phường;Sài Gòn;Hồ Chí Minh;restaurant;['establishment', 'food', 'point_of_interest', 'restaurant'];4,2;487;Asia/Ho_Chi_Minh;[{'days': 'Sunday - Saturday', 'open': '10:00', 'close': '22:00'}];1;50k-150k
ChIJN8LfcUcvdTER8RhGiGmQBlo;Pasteur Street Brewing Co.;10,7751756;106,7010337;144/3 Pasteur;;Quận 1;Hồ Chí Minh;bar;['bar', 'establishment', 'food', 'point_of_interest', 'restaurant'];4,8;4672;Asia/Ho_Chi_Minh;[{'days': 'Sunday - Thursday', 'open': '11:00', 'close': '23:00'}, {'days': 'Friday - Saturday', 'open': '11:00', 'close': '00:00'}];2;150k-400k
ChIJQWujb0cvdTERdmiOeeZgJXE;The Old Compass Cafe and Bar;10,7748976;106,7005786;63/11 Pasteur;;Quận 1;Hồ Chí Minh;bar;['bar', 'cafe', 'establishment', 'food', 'point_of_interest', 'restaurant', 'store'];4,6;647;Asia/Ho_Chi_Minh;[{'days': 'Sunday - Thursday', 'open': '09:00', 'close': '22:00'}, {'days': 'Friday - Saturday', 'open': '09:00', 'close': '23:00'}];2;150k-400k
ChIJ6b31KDwvdTERU6PsqpnHjXg;Starbucks New World;10,7707522;106,6942637;76 76A;;Quận 1;Hồ Chí Minh;cafe;['cafe', 'establishment', 'food', 'point_of_interest', 'store'];4,3;5734;Asia/Ho_Chi_Minh;[{'days': 'Sunday - Thursday', 'open': '06:30', 'close': '00:00'}, {'days': 'Friday', 'open': '06:00', 'close': '00:00'}, {'days': 'Saturday', 'open': '06:30', 'close': '00:00'}];3;400k-800k
ChIJVwC1IE8vdTERkV66PryIz3s;Coffee House Hào Bàng;10,7810345;106,7065147;14B Đường Ngô Văn Năm;;Quận 1;Hồ Chí Minh;cafe;['cafe', 'establishment', 'food', 'point_of_interest'];4;69;Asia/Ho_Chi_Minh;[{'days': 'Sunday - Saturday', 'open': '07:00', 'close': '23:00'}];2;150k-400k
ChIJ8XGgoSApdTEReMlHCH4i--k;Trung Nguyen Coffee;10,8058746;106,678511;587z Đường Nguyễn Kiệm;Phường 9;Phú Nhuận;Hồ Chí Minh;cafe;['cafe', 'establishment', 'food', 'point_of_interest'];4,1;283;Asia/Ho_Chi_Minh;[{'days': 'Sunday - Saturday', 'open': '07:00', 'close': '21:00'}];2;150k-400k
ChIJcWZsNNsudTER-B6exEh_F0Y;Đất;10,7756185;106,6659698;58 Hẻm Tô Hiến Thành;;Quận 10;Hồ Chí Minh;cafe;['cafe', 'establishment', 'food', 'point_of_interest', 'store'];3,9;459;Asia/Ho_Chi_Minh;;2;150k-400k
ChIJ9cpT6kgvdTERu6KbF87jl-Y;The Coffee Bean & Tea Leaf;10,7786315;106,6980867;27 Đường Hàn Thuyên;;Quận 1;Hồ Chí Minh;cafe;['cafe', 'establishment', 'food', 'point_of_interest', 'store'];4,1;2071;Asia/Ho_Chi_Minh;[{'days': 'Every day', 'open': 'Open 24 hours'}];2;150k-400k
ChIJcZgMcv0udTERDljfDK9faCY;Cafe 343;10,7613377;106,6859934;345A Đường Nguyễn Trãi;;Cầu Ông Lãnh;Hồ Chí Minh;cafe;['cafe', 'establishment', 'food', 'point_of_interest', 'store'];4,1;1045;Asia/Ho_Chi_Minh;[{'days': 'Sunday - Saturday', 'open': '07:00', 'close': '21:00'}];3;400k-800k
ChIJ0V_yia0odTER57bNWaHvtbs;cafe sai gon;10,79219;106,7113971;72 Đường Ngô Tất Tố;Phường 19;Bình Thạnh;Hồ Chí Minh;cafe;['cafe', 'establishment', 'food', 'point_of_interest'];;;Asia/Ho_Chi_Minh;[{'days': 'Sunday - Saturday', 'open': '06:00', 'close': '19:00'}];1;50k-150k
ChIJ1TRnYM4odTERYgGI_P6qHPA;Huy Tung Coffee;10,7964906;106,6918468;2a Hoa Hồng;Phường 7;Phú Nhuận;Hồ Chí Minh;cafe;['cafe', 'establishment', 'food', 'point_of_interest', 'store'];3,6;17;Asia/Ho_Chi_Minh;[{'days': 'Sunday - Saturday', 'open': '06:30', 'close': '21:00'}];1;50k-150k
ChIJV4j2tT4vdTER3tuDPboA7p8;Trung Nguyên Legend Café;10,7726574;106,6954464;219 Lý Tự Trọng;;Quận 1;Hồ Chí Minh;cafe;['cafe', 'establishment', 'food', 'point_of_interest', 'store'];4,2;1264;Asia/Ho_Chi_Minh;[{'days': 'Sunday - Saturday', 'open': '06:30', 'close': '22:30'}];2;150k-400k
ChIJa2r_lDUvdTER4kTuZZ1T94w;Highlands Coffee Mạc Đỉnh Chi;10,7854157;106,6986876;28 Đường Mạc Đĩnh Chi;;Quận 1;Hồ Chí Minh;cafe;['cafe', 'establishment', 'food', 'point_of_interest', 'store'];4,1;2054;Asia/Ho_Chi_Minh;[{'days': 'Sunday - Saturday', 'open': '07:00', 'close': '22:00'}];2;150k-400k
ChIJdeI8kTYvdTERlRnCyNl7jew;Cafe Nghe Thuat;10,7832417;106,6959023;6 Công trường Quốc Tế;Phường 6;Quận 3;Hồ Chí Minh;cafe;['cafe', 'establishment', 'food', 'point_of_interest', 'store'];4;140;Asia/Ho_Chi_Minh;[{'days': 'Sunday - Saturday', 'open': '06:30', 'close': '23:30'}];1;50k-150k
ChIJvWPUWEYvdTERd-t7t7jIc_I;Milano Saigon;10,7754804;106,703918;68 Nguyễn Huệ;;Quận 1;Hồ Chí Minh;cafe;['cafe', 'establishment', 'food', 'point_of_interest'];;;Asia/Ho_Chi_Minh;;1;50k-150k
ChIJIajsvd8udTERKNssJszNVlQ;Say Acoustic;10,7705164;106,6748276;60 Trần Minh Quyền;Phường 10;Quận 10;Hồ Chí Minh;cafe;['cafe', 'establishment', 'food', 'point_of_interest', 'school', 'store'];4,4;419;Asia/Ho_Chi_Minh;[{'days': 'Sunday - Saturday', 'open': '08:00', 'close': '23:00'}];2;150k-400k
ChIJcdJHUNkodTERljTt2pGKTUw;Boom - Coffee & Tea;10,7930602;106,7101455;14B6 Đường Ngô Tất Tố;;Bình Thạnh;Hồ Chí Minh;cafe;['cafe', 'establishment', 'food', 'point_of_interest'];4,2;454;Asia/Ho_Chi_Minh;[{'days': 'Sunday - Saturday', 'open': '07:00', 'close': '23:00'}];2;150k-400k
ChIJpYHAGtQodTER_6ioQabe6ow;Tiệm Bán Cà Phê Hạt Trường Thịnh;10,7950599;106,6815085;29 Đường Huỳnh Văn Bánh;Phường 15;Phú Nhuận;Hồ Chí Minh;cafe;['cafe', 'establishment', 'food', 'point_of_interest'];;;Asia/Ho_Chi_Minh;;1;50k-150k
ChIJu9wHGUEvdTER6xosYViqOb8;Tan Sanh Coffee Tea Shop;10,7711288;106,7034513;94E Tôn Thất Đạm;;Quận 1;Hồ Chí Minh;cafe;['cafe', 'establishment', 'food', 'point_of_interest'];4,6;36;Asia/Ho_Chi_Minh;[{'days': 'Sunday - Saturday', 'open': '08:00', 'close': '19:00'}];1;50k-150k
